barcode,first_type
cellid_000000912-1,Tumor
cellid_000000913-1,Tumor
cellid_000000914-1,Tumor
cellid_000000915-1,Tumor
cellid_000000916-1,Endothelial
cellid_000000917-1,Tumor
cellid_000000918-1,Tumor
cellid_000000919-1,Tumor
cellid_000000920-1,Fibroblast
cellid_000000921-1,Fibroblast
cellid_000000922-1,Endothelial
cellid_000000923-1,Fibroblast
cellid_000000924-1,Tumor
cellid_000000925-1,Tumor
cellid_000000926-1,Fibroblast
cellid_000000927-1,Fibroblast
cellid_000000928-1,T cells
cellid_000000929-1,Tumor
cellid_000000930-1,Tumor
cellid_000000931-1,Fibroblast
cellid_000000932-1,Tumor
cellid_000000933-1,Myeloid
cellid_000000934-1,Endothelial
cellid_000000935-1,Endothelial
cellid_000000936-1,Tumor
cellid_000000937-1,Tumor
cellid_000000938-1,Tumor
cellid_000000939-1,Myeloid
cellid_000000940-1,Tumor
cellid_000000941-1,Myeloid
cellid_000000942-1,Tumor
cellid_000000943-1,Myeloid
cellid_000000944-1,B cells
cellid_000000945-1,Tumor
cellid_000000946-1,Myeloid
cellid_000000947-1,Tumor
cellid_000000948-1,Fibroblast
cellid_000000949-1,Tumor
cellid_000000950-1,Myeloid
cellid_000000951-1,Fibroblast
cellid_000000952-1,Tumor
cellid_000000953-1,Tumor
cellid_000000954-1,B cells
cellid_000000955-1,Fibroblast
cellid_000000956-1,Tumor
cellid_000000957-1,T cells
cellid_000000958-1,Fibroblast
cellid_000000959-1,Fibroblast
cellid_000000960-1,Myeloid
cellid_000000961-1,Fibroblast
cellid_000000962-1,Fibroblast
cellid_000000963-1,B cells
cellid_000000964-1,Tumor
cellid_000000965-1,Tumor
cellid_000000966-1,Endothelial
cellid_000000967-1,Tumor
cellid_000000968-1,Myeloid
cellid_000000969-1,Tumor
cellid_000000970-1,Endothelial
cellid_000000971-1,Fibroblast
cellid_000000972-1,Tumor
cellid_000000973-1,Tumor
cellid_000000974-1,Endothelial
cellid_000000975-1,Tumor
cellid_000000976-1,Myeloid
cellid_000000977-1,Tumor
cellid_000000978-1,Tumor
cellid_000000979-1,Tumor
cellid_000000980-1,T cells
cellid_000000981-1,Tumor
cellid_000000982-1,Myeloid
cellid_000000983-1,Myeloid
cellid_000000984-1,Tumor
cellid_000000985-1,Myeloid
cellid_000000986-1,Tumor
cellid_000000987-1,T cells
cellid_000000988-1,Tumor
cellid_000000989-1,Fibroblast
cellid_000000990-1,Endothelial
cellid_000000991-1,Tumor
cellid_000000993-1,Endothelial
cellid_000000995-1,Fibroblast
cellid_000000996-1,Fibroblast
cellid_000000997-1,Endothelial
cellid_000000998-1,Tumor
cellid_000000999-1,Tumor
cellid_000001000-1,Tumor
cellid_000001001-1,Tumor
cellid_000001002-1,Tumor
cellid_000001003-1,Fibroblast
cellid_000001004-1,Tumor
cellid_000001005-1,Tumor
cellid_000001006-1,Myeloid
cellid_000001007-1,Fibroblast
cellid_000001008-1,Myeloid
cellid_000001009-1,Tumor
cellid_000001010-1,Fibroblast
cellid_000001011-1,Myeloid
cellid_000001012-1,Myeloid
cellid_000001013-1,Fibroblast
cellid_000001014-1,T cells
cellid_000001015-1,Tumor
cellid_000001016-1,Myeloid
cellid_000001017-1,Tumor
cellid_000001018-1,B cells
cellid_000001019-1,Endothelial
cellid_000001020-1,Tumor
cellid_000001022-1,Tumor
cellid_000001023-1,Tumor
cellid_000001024-1,Myeloid
cellid_000001025-1,Tumor
cellid_000001026-1,Tumor
cellid_000001027-1,Fibroblast
cellid_000001028-1,Myeloid
cellid_000001029-1,Tumor
cellid_000001030-1,Tumor
cellid_000001031-1,Tumor
cellid_000001032-1,Tumor
cellid_000001033-1,Fibroblast
cellid_000001034-1,Tumor
cellid_000001035-1,Myeloid
cellid_000001036-1,Tumor
cellid_000001037-1,Tumor
cellid_000001038-1,Myeloid
cellid_000001039-1,Fibroblast
cellid_000001040-1,B cells
cellid_000001041-1,Tumor
cellid_000001042-1,Tumor
cellid_000001043-1,Tumor
cellid_000001044-1,T cells
cellid_000001045-1,Tumor
cellid_000001046-1,Tumor
cellid_000001047-1,Fibroblast
cellid_000001048-1,Fibroblast
cellid_000001049-1,Tumor
cellid_000001050-1,Tumor
cellid_000001051-1,Myeloid
cellid_000001052-1,Myeloid
cellid_000001053-1,Tumor
cellid_000001054-1,Fibroblast
cellid_000001056-1,Tumor
cellid_000001057-1,Tumor
cellid_000001058-1,Tumor
cellid_000001059-1,T cells
cellid_000001060-1,Tumor
cellid_000001061-1,Tumor
cellid_000001062-1,Fibroblast
cellid_000001063-1,Tumor
cellid_000001064-1,Tumor
cellid_000001065-1,Tumor
cellid_000001066-1,Fibroblast
cellid_000001067-1,Myeloid
cellid_000001068-1,Myeloid
cellid_000001069-1,Fibroblast
cellid_000001070-1,Tumor
cellid_000001071-1,Fibroblast
cellid_000001072-1,Tumor
cellid_000001073-1,Fibroblast
cellid_000001074-1,Tumor
cellid_000001075-1,Fibroblast
cellid_000001076-1,Fibroblast
cellid_000001077-1,Myeloid
cellid_000001078-1,Tumor
cellid_000001079-1,Tumor
cellid_000001080-1,Tumor
cellid_000001081-1,Tumor
cellid_000001082-1,Myeloid
cellid_000001083-1,Fibroblast
cellid_000001084-1,Tumor
cellid_000001085-1,Tumor
cellid_000001086-1,Tumor
cellid_000001087-1,B cells
cellid_000001088-1,Endothelial
cellid_000001089-1,Myeloid
cellid_000001090-1,Tumor
cellid_000001091-1,Endothelial
cellid_000001092-1,Tumor
cellid_000001093-1,Fibroblast
cellid_000001094-1,Tumor
cellid_000001095-1,Tumor
cellid_000001096-1,Tumor
cellid_000001097-1,Tumor
cellid_000001098-1,Tumor
cellid_000001099-1,Fibroblast
cellid_000001100-1,Fibroblast
cellid_000001101-1,Tumor
cellid_000001102-1,Myeloid
cellid_000001103-1,T cells
cellid_000001104-1,Tumor
cellid_000001105-1,Tumor
cellid_000001106-1,Tumor
cellid_000001107-1,Myeloid
cellid_000001108-1,Tumor
cellid_000001109-1,Tumor
cellid_000001110-1,Tumor
cellid_000001111-1,Myeloid
cellid_000001112-1,Fibroblast
cellid_000001113-1,Tumor
cellid_000001114-1,Fibroblast
cellid_000001115-1,Fibroblast
cellid_000001116-1,B cells
cellid_000001117-1,Tumor
cellid_000001118-1,Tumor
cellid_000001119-1,Fibroblast
cellid_000001120-1,Tumor
cellid_000001121-1,Tumor
cellid_000001122-1,Tumor
cellid_000001123-1,Tumor
cellid_000001124-1,Tumor
cellid_000001125-1,Myeloid
cellid_000001126-1,Myeloid
cellid_000001127-1,Endothelial
cellid_000001128-1,Tumor
cellid_000001129-1,Tumor
cellid_000001130-1,Tumor
cellid_000001131-1,Tumor
cellid_000001132-1,Tumor
cellid_000001133-1,Tumor
cellid_000001134-1,Myeloid
cellid_000001135-1,Tumor
cellid_000001136-1,Tumor
cellid_000001137-1,Myeloid
cellid_000001138-1,Myeloid
cellid_000001139-1,Fibroblast
cellid_000001140-1,Tumor
cellid_000001141-1,Fibroblast
cellid_000001142-1,Tumor
cellid_000001143-1,Tumor
cellid_000001144-1,Endothelial
cellid_000001145-1,Tumor
cellid_000001146-1,Fibroblast
cellid_000001147-1,Fibroblast
cellid_000001148-1,Tumor
cellid_000001149-1,Endothelial
cellid_000001150-1,T cells
cellid_000001151-1,Myeloid
cellid_000001152-1,Tumor
cellid_000001153-1,Tumor
cellid_000001154-1,Tumor
cellid_000001155-1,Endothelial
cellid_000001156-1,Myeloid
cellid_000001157-1,Tumor
cellid_000001158-1,Myeloid
cellid_000001159-1,Fibroblast
cellid_000001160-1,Tumor
cellid_000001161-1,Endothelial
cellid_000001162-1,Endothelial
cellid_000001163-1,Fibroblast
cellid_000001164-1,Myeloid
cellid_000001165-1,Tumor
cellid_000001166-1,Tumor
cellid_000001167-1,Tumor
cellid_000001168-1,Tumor
cellid_000001169-1,Fibroblast
cellid_000001170-1,Tumor
cellid_000001171-1,Fibroblast
cellid_000001172-1,Myeloid
cellid_000001173-1,B cells
cellid_000001174-1,Endothelial
cellid_000001175-1,Fibroblast
cellid_000001176-1,Tumor
cellid_000001177-1,Fibroblast
cellid_000001178-1,Fibroblast
cellid_000001179-1,Tumor
cellid_000001180-1,Myeloid
cellid_000001181-1,Myeloid
cellid_000001182-1,Tumor
cellid_000001183-1,Tumor
cellid_000001184-1,Tumor
cellid_000001185-1,Fibroblast
cellid_000001186-1,Tumor
cellid_000001187-1,Myeloid
cellid_000001188-1,T cells
cellid_000001189-1,Myeloid
cellid_000001190-1,Tumor
cellid_000001191-1,Tumor
cellid_000001192-1,Tumor
cellid_000001193-1,Myeloid
cellid_000001194-1,Tumor
cellid_000001195-1,Tumor
cellid_000001196-1,Myeloid
cellid_000001197-1,Tumor
cellid_000001198-1,Tumor
cellid_000001199-1,Tumor
cellid_000001200-1,Tumor
cellid_000001201-1,Endothelial
cellid_000001202-1,Tumor
cellid_000001203-1,Fibroblast
cellid_000001204-1,Tumor
cellid_000001205-1,Tumor
cellid_000001206-1,Fibroblast
cellid_000001207-1,T cells
cellid_000001208-1,Tumor
cellid_000001209-1,Endothelial
cellid_000001210-1,Endothelial
cellid_000001211-1,Tumor
cellid_000001212-1,Fibroblast
cellid_000001213-1,Myeloid
cellid_000001214-1,Tumor
cellid_000001215-1,Fibroblast
cellid_000001216-1,Tumor
cellid_000001217-1,Tumor
cellid_000001218-1,Tumor
cellid_000001219-1,Tumor
cellid_000001220-1,Myeloid
cellid_000001221-1,Endothelial
cellid_000001222-1,Tumor
cellid_000001223-1,Tumor
cellid_000001224-1,Endothelial
cellid_000001225-1,Tumor
cellid_000001226-1,Fibroblast
cellid_000001227-1,Fibroblast
cellid_000001228-1,Tumor
cellid_000001229-1,Tumor
cellid_000001230-1,Tumor
cellid_000001231-1,Tumor
cellid_000001232-1,Tumor
cellid_000001233-1,Tumor
cellid_000001234-1,Tumor
cellid_000001235-1,Tumor
cellid_000001236-1,Fibroblast
cellid_000001237-1,Fibroblast
cellid_000001238-1,Endothelial
cellid_000001239-1,Tumor
cellid_000001240-1,Tumor
cellid_000001241-1,Endothelial
cellid_000001242-1,Tumor
cellid_000001243-1,Myeloid
cellid_000001244-1,Tumor
cellid_000001245-1,Fibroblast
cellid_000001246-1,Tumor
cellid_000001247-1,Tumor
cellid_000001248-1,Fibroblast
cellid_000001249-1,Endothelial
cellid_000001250-1,Fibroblast
cellid_000001251-1,Fibroblast
cellid_000001252-1,Tumor
cellid_000001253-1,Tumor
cellid_000001254-1,Tumor
cellid_000001255-1,Myeloid
cellid_000001256-1,Tumor
cellid_000001257-1,Tumor
cellid_000001258-1,Tumor
cellid_000001259-1,Tumor
cellid_000001260-1,Fibroblast
cellid_000001261-1,Fibroblast
cellid_000001262-1,Tumor
cellid_000001263-1,Tumor
cellid_000001264-1,Tumor
cellid_000001265-1,Tumor
cellid_000001266-1,Tumor
cellid_000001267-1,Myeloid
cellid_000001268-1,Tumor
cellid_000001269-1,Tumor
cellid_000001270-1,Tumor
cellid_000001271-1,Tumor
cellid_000001272-1,Tumor
cellid_000001273-1,Fibroblast
cellid_000001274-1,Tumor
cellid_000001275-1,Endothelial
cellid_000001276-1,Tumor
cellid_000001277-1,Tumor
cellid_000001278-1,Tumor
cellid_000001279-1,Myeloid
cellid_000001280-1,Tumor
cellid_000001281-1,Tumor
cellid_000001282-1,Tumor
cellid_000001283-1,Tumor
cellid_000001284-1,Tumor
cellid_000001285-1,Tumor
cellid_000001286-1,Tumor
cellid_000001287-1,Endothelial
cellid_000001288-1,Tumor
cellid_000001289-1,Tumor
cellid_000001290-1,Tumor
cellid_000001291-1,Tumor
cellid_000001292-1,Tumor
cellid_000001293-1,Tumor
cellid_000001294-1,Tumor
cellid_000001295-1,Tumor
cellid_000001296-1,Tumor
cellid_000001297-1,Endothelial
cellid_000001298-1,Fibroblast
cellid_000001299-1,Tumor
cellid_000001300-1,Tumor
cellid_000001301-1,Tumor
cellid_000001302-1,Tumor
cellid_000001303-1,Myeloid
cellid_000001304-1,Tumor
cellid_000001305-1,Myeloid
cellid_000001306-1,Tumor
cellid_000001307-1,Fibroblast
cellid_000001308-1,Endothelial
cellid_000001309-1,Myeloid
cellid_000001310-1,T cells
cellid_000001311-1,Tumor
cellid_000001312-1,Myeloid
cellid_000001313-1,Tumor
cellid_000001314-1,Tumor
cellid_000001315-1,Tumor
cellid_000001316-1,Fibroblast
cellid_000001317-1,Tumor
cellid_000001318-1,Fibroblast
cellid_000001319-1,Endothelial
cellid_000001320-1,Tumor
cellid_000001321-1,Tumor
cellid_000001322-1,Tumor
cellid_000001323-1,Tumor
cellid_000001324-1,Tumor
cellid_000001325-1,Tumor
cellid_000001326-1,B cells
cellid_000001327-1,Tumor
cellid_000001328-1,Fibroblast
cellid_000001329-1,Tumor
cellid_000001330-1,Tumor
cellid_000001331-1,Tumor
cellid_000001332-1,B cells
cellid_000001333-1,Endothelial
cellid_000001334-1,Fibroblast
cellid_000001335-1,Fibroblast
cellid_000001336-1,Tumor
cellid_000001337-1,Endothelial
cellid_000001338-1,Tumor
cellid_000001339-1,Endothelial
cellid_000001340-1,Tumor
cellid_000001341-1,Endothelial
cellid_000001342-1,Fibroblast
cellid_000001343-1,T cells
cellid_000001345-1,Tumor
cellid_000001346-1,Tumor
cellid_000001347-1,Tumor
cellid_000001348-1,Fibroblast
cellid_000001349-1,Fibroblast
cellid_000001350-1,Tumor
cellid_000001351-1,Myeloid
cellid_000001352-1,Fibroblast
cellid_000001353-1,Fibroblast
cellid_000001354-1,Myeloid
cellid_000001355-1,Tumor
cellid_000001356-1,Endothelial
cellid_000001357-1,Myeloid
cellid_000001358-1,Tumor
cellid_000001359-1,Endothelial
cellid_000001360-1,Endothelial
cellid_000001361-1,Tumor
cellid_000001362-1,Tumor
cellid_000001363-1,Tumor
cellid_000001364-1,Tumor
cellid_000001365-1,Tumor
cellid_000001366-1,Tumor
cellid_000001367-1,Tumor
cellid_000001368-1,Tumor
cellid_000001369-1,Tumor
cellid_000001370-1,Fibroblast
cellid_000001371-1,Myeloid
cellid_000001372-1,Tumor
cellid_000001373-1,Tumor
cellid_000001374-1,Tumor
cellid_000001375-1,Tumor
cellid_000001376-1,Tumor
cellid_000001377-1,Fibroblast
cellid_000001378-1,Fibroblast
cellid_000001379-1,Tumor
cellid_000001380-1,Tumor
cellid_000001381-1,Myeloid
cellid_000001383-1,Tumor
cellid_000001384-1,Fibroblast
cellid_000001385-1,Tumor
cellid_000001386-1,Fibroblast
cellid_000001387-1,Tumor
cellid_000001388-1,Tumor
cellid_000001389-1,Tumor
cellid_000001390-1,Endothelial
cellid_000001391-1,Myeloid
cellid_000001392-1,Tumor
cellid_000001393-1,Tumor
cellid_000001394-1,T cells
cellid_000001395-1,B cells
cellid_000001396-1,Tumor
cellid_000001397-1,Fibroblast
cellid_000001398-1,Tumor
cellid_000001399-1,Tumor
cellid_000001400-1,Tumor
cellid_000001401-1,Tumor
cellid_000001402-1,Tumor
cellid_000001403-1,Myeloid
cellid_000001404-1,Tumor
cellid_000001405-1,Tumor
cellid_000001406-1,Myeloid
cellid_000001407-1,Myeloid
cellid_000001408-1,Tumor
cellid_000001409-1,Tumor
cellid_000001410-1,Fibroblast
cellid_000001411-1,Tumor
cellid_000001412-1,Tumor
cellid_000001413-1,Tumor
cellid_000001414-1,Fibroblast
cellid_000001415-1,Tumor
cellid_000001416-1,Tumor
cellid_000001417-1,Fibroblast
cellid_000001418-1,Fibroblast
cellid_000001419-1,Tumor
cellid_000001420-1,Endothelial
cellid_000001421-1,Tumor
cellid_000001422-1,Tumor
cellid_000001423-1,Tumor
cellid_000001424-1,Tumor
cellid_000001425-1,Tumor
cellid_000001426-1,Myeloid
cellid_000001427-1,Tumor
cellid_000001428-1,Tumor
cellid_000001429-1,Fibroblast
cellid_000001430-1,Fibroblast
cellid_000001431-1,Tumor
cellid_000001432-1,Tumor
cellid_000001433-1,Tumor
cellid_000001434-1,Tumor
cellid_000001435-1,Tumor
cellid_000001436-1,Tumor
cellid_000001437-1,Fibroblast
cellid_000001438-1,Tumor
cellid_000001439-1,Tumor
cellid_000001440-1,Myeloid
cellid_000001441-1,Fibroblast
cellid_000001442-1,Fibroblast
cellid_000001443-1,Fibroblast
cellid_000001444-1,Tumor
cellid_000001445-1,Tumor
cellid_000001446-1,Tumor
cellid_000001447-1,Fibroblast
cellid_000001448-1,Tumor
cellid_000001449-1,Tumor
cellid_000001450-1,Tumor
cellid_000001451-1,Fibroblast
cellid_000001452-1,Fibroblast
cellid_000001453-1,B cells
cellid_000001454-1,Tumor
cellid_000001455-1,Endothelial
cellid_000001456-1,Tumor
cellid_000001457-1,Tumor
cellid_000001458-1,Tumor
cellid_000001459-1,Endothelial
cellid_000001460-1,Tumor
cellid_000001461-1,Tumor
cellid_000001462-1,Tumor
cellid_000001463-1,B cells
cellid_000001464-1,Myeloid
cellid_000001465-1,Fibroblast
cellid_000001466-1,Fibroblast
cellid_000001467-1,Fibroblast
cellid_000001468-1,Tumor
cellid_000001469-1,T cells
cellid_000001470-1,Tumor
cellid_000001471-1,Fibroblast
cellid_000001472-1,Tumor
cellid_000001473-1,Fibroblast
cellid_000001474-1,Tumor
cellid_000001475-1,Myeloid
cellid_000001476-1,Fibroblast
cellid_000001477-1,Fibroblast
cellid_000001478-1,Tumor
cellid_000001479-1,Myeloid
cellid_000001480-1,Tumor
cellid_000001481-1,Tumor
cellid_000001482-1,Endothelial
cellid_000001483-1,Fibroblast
cellid_000001484-1,Myeloid
cellid_000001485-1,Tumor
cellid_000001486-1,Fibroblast
cellid_000001487-1,Tumor
cellid_000001488-1,Tumor
cellid_000001489-1,Tumor
cellid_000001490-1,Tumor
cellid_000001491-1,Tumor
cellid_000001492-1,Myeloid
cellid_000001493-1,Tumor
cellid_000001494-1,Myeloid
cellid_000001495-1,Endothelial
cellid_000001496-1,Myeloid
cellid_000001497-1,Tumor
cellid_000001498-1,Tumor
cellid_000001499-1,Tumor
cellid_000001500-1,Tumor
cellid_000001501-1,T cells
cellid_000001502-1,Tumor
cellid_000001503-1,T cells
cellid_000001504-1,Endothelial
cellid_000001505-1,Tumor
cellid_000001506-1,Fibroblast
cellid_000001507-1,Tumor
cellid_000001508-1,Tumor
cellid_000001509-1,Tumor
cellid_000001510-1,Myeloid
cellid_000001511-1,Tumor
cellid_000001512-1,Tumor
cellid_000001513-1,Tumor
cellid_000001514-1,Tumor
cellid_000001515-1,Tumor
cellid_000001516-1,Tumor
cellid_000001517-1,Fibroblast
cellid_000001518-1,Tumor
cellid_000001519-1,Tumor
cellid_000001520-1,Endothelial
cellid_000001521-1,Myeloid
cellid_000001522-1,Tumor
cellid_000001523-1,Tumor
cellid_000001524-1,Tumor
cellid_000001525-1,Fibroblast
cellid_000001526-1,Myeloid
cellid_000001527-1,Fibroblast
cellid_000001528-1,Tumor
cellid_000001529-1,Fibroblast
cellid_000001530-1,Tumor
cellid_000001531-1,Tumor
cellid_000001532-1,Tumor
cellid_000001533-1,Tumor
cellid_000001534-1,B cells
cellid_000001535-1,Fibroblast
cellid_000001536-1,Tumor
cellid_000001537-1,Myeloid
cellid_000001538-1,Tumor
cellid_000001539-1,Tumor
cellid_000001540-1,Tumor
cellid_000001541-1,Tumor
cellid_000001542-1,Fibroblast
cellid_000001543-1,Myeloid
cellid_000001544-1,Tumor
cellid_000001545-1,Tumor
cellid_000001546-1,B cells
cellid_000001547-1,Tumor
cellid_000001548-1,Tumor
cellid_000001549-1,Tumor
cellid_000001550-1,Tumor
cellid_000001551-1,Tumor
cellid_000001552-1,Tumor
cellid_000001553-1,B cells
cellid_000001554-1,Myeloid
cellid_000001555-1,Tumor
cellid_000001556-1,Myeloid
cellid_000001557-1,Tumor
cellid_000001558-1,Tumor
cellid_000001559-1,Myeloid
cellid_000001560-1,Tumor
cellid_000001561-1,T cells
cellid_000001563-1,Myeloid
cellid_000001564-1,Tumor
cellid_000001565-1,Tumor
cellid_000001566-1,Fibroblast
cellid_000001567-1,Myeloid
cellid_000001568-1,T cells
cellid_000001569-1,Tumor
cellid_000001570-1,Tumor
cellid_000001571-1,Tumor
cellid_000001572-1,Tumor
cellid_000001573-1,Myeloid
cellid_000001574-1,Myeloid
cellid_000001575-1,Tumor
cellid_000001576-1,Fibroblast
cellid_000001577-1,Tumor
cellid_000001578-1,Fibroblast
cellid_000001579-1,Tumor
cellid_000001580-1,Endothelial
cellid_000001581-1,Tumor
cellid_000001582-1,Endothelial
cellid_000001583-1,Endothelial
cellid_000001584-1,Tumor
cellid_000001585-1,Tumor
cellid_000001586-1,Tumor
cellid_000001587-1,Myeloid
cellid_000001588-1,Endothelial
cellid_000001589-1,Tumor
cellid_000001590-1,Tumor
cellid_000001591-1,Tumor
cellid_000001592-1,Tumor
cellid_000001593-1,Myeloid
cellid_000001594-1,Tumor
cellid_000001595-1,Tumor
cellid_000001596-1,Fibroblast
cellid_000001597-1,Fibroblast
cellid_000001598-1,Fibroblast
cellid_000001599-1,Tumor
cellid_000001600-1,Tumor
cellid_000001601-1,Fibroblast
cellid_000001602-1,Tumor
cellid_000001603-1,Tumor
cellid_000001604-1,Tumor
cellid_000001605-1,Fibroblast
cellid_000001606-1,Tumor
cellid_000001607-1,Tumor
cellid_000001608-1,Tumor
cellid_000001609-1,Fibroblast
cellid_000001610-1,Myeloid
cellid_000001611-1,Myeloid
cellid_000001612-1,Tumor
cellid_000001613-1,Tumor
cellid_000001614-1,Tumor
cellid_000001616-1,Tumor
cellid_000001617-1,Tumor
cellid_000001619-1,Myeloid
cellid_000001620-1,Tumor
cellid_000001621-1,Myeloid
cellid_000001622-1,Myeloid
cellid_000001623-1,Tumor
cellid_000001624-1,Tumor
cellid_000001625-1,Myeloid
cellid_000001626-1,Fibroblast
cellid_000001627-1,Tumor
cellid_000001629-1,Tumor
cellid_000001630-1,Myeloid
cellid_000001631-1,Endothelial
cellid_000001632-1,Tumor
cellid_000001633-1,Myeloid
cellid_000001634-1,Tumor
cellid_000001635-1,Fibroblast
cellid_000001636-1,Myeloid
cellid_000001637-1,Fibroblast
cellid_000001638-1,Tumor
cellid_000001639-1,Tumor
cellid_000001640-1,Tumor
cellid_000001641-1,Tumor
cellid_000001642-1,Tumor
cellid_000001643-1,Tumor
cellid_000001644-1,Endothelial
cellid_000001645-1,Fibroblast
cellid_000001646-1,T cells
cellid_000001647-1,Tumor
cellid_000001648-1,Tumor
cellid_000001649-1,Fibroblast
cellid_000001650-1,Tumor
cellid_000001651-1,Fibroblast
cellid_000001652-1,Tumor
cellid_000001653-1,Tumor
cellid_000001654-1,Tumor
cellid_000001655-1,Tumor
cellid_000001656-1,Tumor
cellid_000001657-1,Tumor
cellid_000001658-1,Myeloid
cellid_000001659-1,Fibroblast
cellid_000001660-1,Tumor
cellid_000001661-1,Myeloid
cellid_000001662-1,Tumor
cellid_000001663-1,Fibroblast
cellid_000001664-1,Tumor
cellid_000001665-1,Tumor
cellid_000001666-1,Tumor
cellid_000001667-1,Tumor
cellid_000001668-1,Tumor
cellid_000001669-1,Myeloid
cellid_000001670-1,Tumor
cellid_000001671-1,Endothelial
cellid_000001672-1,Myeloid
cellid_000001673-1,Tumor
cellid_000001674-1,Tumor
cellid_000001675-1,Tumor
cellid_000001676-1,Tumor
cellid_000001677-1,Tumor
cellid_000001678-1,Tumor
cellid_000001679-1,Fibroblast
cellid_000001680-1,Tumor
cellid_000001681-1,Tumor
cellid_000001682-1,Fibroblast
cellid_000001683-1,Myeloid
cellid_000001684-1,Tumor
cellid_000001685-1,Myeloid
cellid_000001686-1,Myeloid
cellid_000001687-1,Tumor
cellid_000001688-1,Tumor
cellid_000001689-1,Tumor
cellid_000001690-1,Tumor
cellid_000001691-1,Tumor
cellid_000001692-1,Tumor
cellid_000001693-1,Fibroblast
cellid_000001694-1,B cells
cellid_000001695-1,Tumor
cellid_000001696-1,Fibroblast
cellid_000001697-1,T cells
cellid_000001698-1,Fibroblast
cellid_000001699-1,Tumor
cellid_000001700-1,Myeloid
cellid_000001701-1,Myeloid
cellid_000001702-1,Fibroblast
cellid_000001703-1,Tumor
cellid_000001704-1,Tumor
cellid_000001705-1,Tumor
cellid_000001706-1,Tumor
cellid_000001707-1,Tumor
